AREA_TITLE;OCC_CODE;OCC_TITLE;H_MEAN;A_MEAN
Rhode Island;51-4111;Tool and Die Makers;29.96;62,320
Rhode Island;51-4121;Welders, Cutters, Solderers, and Brazers;30.34;63,110
Rhode Island;51-4122;Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders;21.31;44,320
Rhode Island;51-4193;Plating Machine Setters, Operators, and Tenders, Metal and Plastic;19.45;40,460
Rhode Island;51-5112;Printing Press Operators;23.38;48,630
Rhode Island;51-6011;Laundry and Dry-Cleaning Workers;15.95;33,180
Rhode Island;51-6031;Sewing Machine Operators;17.27;35,920
Rhode Island;51-6061;Textile Bleaching and Dyeing Machine Operators and Tenders;19.18;39,890
Rhode Island;51-6063;Textile Knitting and Weaving Machine Setters, Operators, and Tenders;15.06;31,320
Rhode Island;51-6064;Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders;15.60;32,460
Rhode Island;51-6091;Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers;21.95;45,660
Rhode Island;51-7011;Cabinetmakers and Bench Carpenters;24.48;50,910
Rhode Island;51-7021;Furniture Finishers;22.77;47,370
Rhode Island;51-7042;Woodworking Machine Setters, Operators, and Tenders, Except Sawing;21.60;44,930
Rhode Island;51-8013;Power Plant Operators;46.13;95,950
Rhode Island;51-8021;Stationary Engineers and Boiler Operators;30.83;64,130
Rhode Island;51-8031;Water and Wastewater Treatment Plant and System Operators;28.73;59,760
Rhode Island;51-9011;Chemical Equipment Operators and Tenders;31.94;66,430
Rhode Island;51-9012;Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders;25.15;52,310
Rhode Island;51-9022;Grinding and Polishing Workers, Hand;20.99;43,670
Rhode Island;51-9023;Mixing and Blending Machine Setters, Operators, and Tenders;21.91;45,560
Rhode Island;51-9032;Cutting and Slicing Machine Setters, Operators, and Tenders;18.95;39,420
Rhode Island;51-9041;Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders;19.24;40,030
Rhode Island;51-9061;Inspectors, Testers, Sorters, Samplers, and Weighers;26.51;55,130
Rhode Island;51-9071;Jewelers and Precious Stone and Metal Workers;23.26;48,380
Rhode Island;51-9081;Dental Laboratory Technicians;23.37;48,610
Rhode Island;51-9082;Medical Appliance Technicians;21.91;45,570
Rhode Island;51-9111;Packaging and Filling Machine Operators and Tenders;21.59;44,910
Rhode Island;51-9124;Coating, Painting, and Spraying Machine Setters, Operators, and Tenders;22.83;47,480
Rhode Island;51-9161;Computer Numerically Controlled Tool Operators;26.31;54,720
Rhode Island;51-9162;Computer Numerically Controlled Tool Programmers;30.33;63,080
Rhode Island;51-9196;Paper Goods Machine Setters, Operators, and Tenders;20.29;42,200
Rhode Island;51-9198;Helpers--Production Workers;16.76;34,860
Rhode Island;51-9199;Production Workers, All Other;21.62;44,980
Rhode Island;53-0000;Transportation and Material Moving Occupations;21.29;44,270
Rhode Island;53-1047;First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors;32.30;67,180
Rhode Island;53-2012;Commercial Pilots;*;129,700
Rhode Island;53-2021;Air Traffic Controllers;57.16;118,890
Rhode Island;53-3031;Driver/Sales Workers;18.42;38,300
Rhode Island;53-3032;Heavy and Tractor-Trailer Truck Drivers;28.18;58,610
Rhode Island;53-3033;Light Truck Drivers;22.30;46,380
Rhode Island;53-3051;Bus Drivers, School;25.83;53,730
Rhode Island;53-3052;Bus Drivers, Transit and Intercity;23.46;48,790
Rhode Island;53-3053;Shuttle Drivers and Chauffeurs;17.79;37,000
Rhode Island;53-3099;Motor Vehicle Operators, All Other;22.08;45,920
Rhode Island;53-5011;Sailors and Marine Oilers;19.37;40,280
Rhode Island;53-5021;Captains, Mates, and Pilots of Water Vessels;41.05;85,380
Rhode Island;53-5031;Ship Engineers;43.12;89,680
Rhode Island;53-6021;Parking Attendants;16.52;34,360
Rhode Island;53-6031;Automotive and Watercraft Service Attendants;18.39;38,240
Rhode Island;53-7051;Industrial Truck and Tractor Operators;22.77;47,350
Rhode Island;53-7061;Cleaners of Vehicles and Equipment;17.22;35,820
Rhode Island;53-7062;Laborers and Freight, Stock, and Material Movers, Hand;19.45;40,450
Rhode Island;53-7063;Machine Feeders and Offbearers;15.64;32,520
Rhode Island;53-7064;Packers and Packagers, Hand;15.64;32,520
Rhode Island;53-7065;Stockers and Order Fillers;18.45;38,370
Rhode Island;53-7081;Refuse and Recyclable Material Collectors;23.65;49,190
South Carolina;00-0000;All Occupations;26.08;54,250
South Carolina;11-0000;Management Occupations;55.89;116,250
South Carolina;11-1011;Chief Executives;106.08;220,650
South Carolina;11-1021;General and Operations Managers;52.26;108,710
South Carolina;11-1031;Legislators;*;28,520
South Carolina;11-2011;Advertising and Promotions Managers;57.59;119,790
South Carolina;11-2021;Marketing Managers;59.70;124,170
South Carolina;11-2022;Sales Managers;66.47;138,260
South Carolina;11-2032;Public Relations Managers;49.88;103,760
South Carolina;11-2033;Fundraising Managers;45.36;94,350
South Carolina;11-3012;Administrative Services Managers;53.06;110,360
South Carolina;11-3013;Facilities Managers;49.12;102,160
South Carolina;11-3021;Computer and Information Systems Managers;72.07;149,900
South Carolina;11-3031;Financial Managers;67.86;141,140
South Carolina;11-3051;Industrial Production Managers;60.85;126,580
South Carolina;11-3061;Purchasing Managers;58.30;121,270
South Carolina;11-3071;Transportation, Storage, and Distribution Managers;51.78;107,700
South Carolina;11-3111;Compensation and Benefits Managers;48.88;101,660
South Carolina;11-3121;Human Resources Managers;58.64;121,970
South Carolina;11-3131;Training and Development Managers;54.55;113,460
South Carolina;11-9013;Farmers, Ranchers, and Other Agricultural Managers;32.13;66,840
South Carolina;11-9021;Construction Managers;51.65;107,420
South Carolina;11-9031;Education and Childcare Administrators, Preschool and Daycare;26.48;55,080
South Carolina;11-9032;Education Administrators, Kindergarten through Secondary;*;101,010
South Carolina;11-9033;Education Administrators, Postsecondary;50.67;105,400
South Carolina;11-9039;Education Administrators, All Other;41.26;85,810
South Carolina;11-9041;Architectural and Engineering Managers;72.78;151,380
South Carolina;11-9051;Food Service Managers;32.80;68,230
South Carolina;11-9072;Entertainment and Recreation Managers, Except Gambling;41.97;87,310
South Carolina;11-9081;Lodging Managers;39.85;82,880
South Carolina;11-9111;Medical and Health Services Managers;60.98;126,830
South Carolina;11-9121;Natural Sciences Managers;65.83;136,920
South Carolina;11-9131;Postmasters and Mail Superintendents;44.92;93,420
South Carolina;11-9141;Property, Real Estate, and Community Association Managers;32.30;67,190
South Carolina;11-9151;Social and Community Service Managers;36.01;74,890
South Carolina;11-9161;Emergency Management Directors;38.34;79,750
South Carolina;11-9171;Funeral Home Managers;43.27;89,990
South Carolina;11-9179;Personal Service Managers, All Other;29.50;61,360
South Carolina;11-9199;Managers, All Other;60.28;125,370
South Carolina;13-0000;Business and Financial Operations Occupations;37.94;78,920
South Carolina;13-1011;Agents and Business Managers of Artists, Performers, and Athletes;29.86;62,110
South Carolina;13-1020;Buyers and Purchasing Agents;35.83;74,520
South Carolina;13-1031;Claims Adjusters, Examiners, and Investigators;35.84;74,540
South Carolina;13-1032;Insurance Appraisers, Auto Damage;35.13;73,070
South Carolina;13-1041;Compliance Officers;36.30;75,500
South Carolina;13-1051;Cost Estimators;32.73;68,080
South Carolina;13-1071;Human Resources Specialists;33.51;69,690
South Carolina;13-1075;Labor Relations Specialists;25.46;52,950
South Carolina;13-1081;Logisticians;37.62;78,250
South Carolina;13-1082;Project Management Specialists;47.26;98,290
South Carolina;13-1111;Management Analysts;46.55;96,820
South Carolina;13-1121;Meeting, Convention, and Event Planners;24.03;49,980
South Carolina;13-1131;Fundraisers;28.86;60,030
South Carolina;13-1141;Compensation, Benefits, and Job Analysis Specialists;32.27;67,120
South Carolina;13-1151;Training and Development Specialists;33.11;68,870
South Carolina;13-1161;Market Research Analysts and Marketing Specialists;32.40;67,400
South Carolina;13-1199;Business Operations Specialists, All Other;38.98;81,070
South Carolina;13-2011;Accountants and Auditors;36.63;76,180
South Carolina;13-2020;Property Appraisers and Assessors;28.83;59,960
South Carolina;13-2031;Budget Analysts;37.43;77,860
South Carolina;13-2041;Credit Analysts;41.20;85,700
South Carolina;13-2051;Financial and Investment Analysts;49.46;102,870
South Carolina;13-2052;Personal Financial Advisors;57.11;118,790
South Carolina;13-2053;Insurance Underwriters;37.91;78,840
South Carolina;13-2054;Financial Risk Specialists;45.16;93,940
South Carolina;13-2061;Financial Examiners;40.97;85,220
South Carolina;13-2071;Credit Counselors;23.03;47,900
South Carolina;13-2072;Loan Officers;35.34;73,510
South Carolina;13-2081;Tax Examiners and Collectors, and Revenue Agents;27.43;57,050
South Carolina;13-2082;Tax Preparers;22.92;47,670
South Carolina;13-2099;Financial Specialists, All Other;36.41;75,720
South Carolina;15-0000;Computer and Mathematical Occupations;44.86;93,300
South Carolina;15-1211;Computer Systems Analysts;49.17;102,270
South Carolina;15-1212;Information Security Analysts;57.22;119,030
South Carolina;15-1221;Computer and Information Research Scientists;53.53;111,350
South Carolina;15-1231;Computer Network Support Specialists;32.47;67,530
South Carolina;15-1232;Computer User Support Specialists;25.76;53,570
South Carolina;15-1241;Computer Network Architects;54.75;113,880
South Carolina;15-1242;Database Administrators;48.76;101,420
South Carolina;15-1243;Database Architects;60.74;126,340
South Carolina;15-1244;Network and Computer Systems Administrators;44.29;92,110
South Carolina;15-1251;Computer Programmers;49.74;103,460
South Carolina;15-1252;Software Developers;56.15;116,790
South Carolina;15-1253;Software Quality Assurance Analysts and Testers;42.46;88,310
South Carolina;15-1254;Web Developers;43.59;90,670
South Carolina;15-1255;Web and Digital Interface Designers;37.33;77,650
South Carolina;15-1299;Computer Occupations, All Other;51.26;106,620
South Carolina;15-2011;Actuaries;52.23;108,630
South Carolina;15-2031;Operations Research Analysts;41.57;86,460
South Carolina;15-2041;Statisticians;37.13;77,230
South Carolina;15-2051;Data Scientists;48.46;100,790
South Carolina;15-2099;Mathematical Science Occupations, All Other;26.76;55,650
South Carolina;17-0000;Architecture and Engineering Occupations;42.55;88,510
South Carolina;17-1011;Architects, Except Landscape and Naval;44.00;91,520
South Carolina;17-1012;Landscape Architects;32.58;67,770
South Carolina;17-1021;Cartographers and Photogrammetrists;34.13;70,990
South Carolina;17-1022;Surveyors;29.31;60,970
South Carolina;17-2011;Aerospace Engineers;64.22;133,570
South Carolina;17-2031;Bioengineers and Biomedical Engineers;59.89;124,560
South Carolina;17-2041;Chemical Engineers;52.58;109,360
South Carolina;17-2051;Civil Engineers;47.65;99,120
South Carolina;17-2061;Computer Hardware Engineers;59.92;124,630
South Carolina;17-2071;Electrical Engineers;48.35;100,570
South Carolina;17-2072;Electronics Engineers, Except Computer;58.11;120,860
South Carolina;17-2081;Environmental Engineers;45.95;95,570
South Carolina;17-2111;Health and Safety Engineers, Except Mining Safety Engineers and Inspectors;34.85;72,480
South Carolina;17-2112;Industrial Engineers;45.99;95,660
South Carolina;17-2121;Marine Engineers and Naval Architects;56.32;117,150
South Carolina;17-2131;Materials Engineers;48.42;100,700
South Carolina;17-2141;Mechanical Engineers;47.09;97,950
South Carolina;17-2161;Nuclear Engineers;51.48;107,090
South Carolina;17-2199;Engineers, All Other;54.81;114,000
South Carolina;17-3011;Architectural and Civil Drafters;29.57;61,510
South Carolina;17-3012;Electrical and Electronics Drafters;29.85;62,080
South Carolina;17-3013;Mechanical Drafters;31.57;65,660
South Carolina;17-3019;Drafters, All Other;29.29;60,930
South Carolina;17-3021;Aerospace Engineering and Operations Technologists and Technicians;30.95;64,370
South Carolina;17-3022;Civil Engineering Technologists and Technicians;26.07;54,230
South Carolina;17-3023;Electrical and Electronic Engineering Technologists and Technicians;33.69;70,060
South Carolina;17-3024;Electro-Mechanical and Mechatronics Technologists and Technicians;30.87;64,210
South Carolina;17-3025;Environmental Engineering Technologists and Technicians;29.12;60,570
South Carolina;17-3026;Industrial Engineering Technologists and Technicians;31.93;66,420
South Carolina;17-3027;Mechanical Engineering Technologists and Technicians;30.75;63,960
South Carolina;17-3028;Calibration Technologists and Technicians;28.19;58,630
South Carolina;17-3029;Engineering Technologists and Technicians, Except Drafters, All Other;39.25;81,640
South Carolina;17-3031;Surveying and Mapping Technicians;21.38;44,470
South Carolina;19-0000;Life, Physical, and Social Science Occupations;35.29;73,390
South Carolina;19-1012;Food Scientists and Technologists;38.88;80,870
South Carolina;19-1013;Soil and Plant Scientists;30.52;63,490
South Carolina;19-1021;Biochemists and Biophysicists;42.00;87,360
South Carolina;19-1022;Microbiologists;26.96;56,080
South Carolina;19-1023;Zoologists and Wildlife Biologists;28.24;58,750
South Carolina;19-1029;Biological Scientists, All Other;44.59;92,750
South Carolina;19-1031;Conservation Scientists;34.43;71,610
South Carolina;19-1032;Foresters;34.51;71,780
South Carolina;19-1041;Epidemiologists;36.28;75,470
South Carolina;19-1042;Medical Scientists, Except Epidemiologists;53.71;111,710
South Carolina;19-2012;Physicists;69.76;145,090
South Carolina;19-2021;Atmospheric and Space Scientists;47.55;98,900
South Carolina;19-2031;Chemists;39.86;82,920
South Carolina;19-2032;Materials Scientists;41.77;86,880
South Carolina;19-2041;Environmental Scientists and Specialists, Including Health;36.80;76,540
South Carolina;19-2042;Geoscientists, Except Hydrologists and Geographers;38.16;79,370
South Carolina;19-2043;Hydrologists;33.04;68,720
South Carolina;19-2099;Physical Scientists, All Other;60.79;126,440
South Carolina;19-3011;Economists;25.81;53,680
South Carolina;19-3033;Clinical and Counseling Psychologists;31.25;64,990
South Carolina;19-3034;School Psychologists;36.84;76,620
South Carolina;19-3039;Psychologists, All Other;55.86;116,200
South Carolina;19-3051;Urban and Regional Planners;32.65;67,910
South Carolina;19-3091;Anthropologists and Archeologists;31.50;65,520
South Carolina;19-3093;Historians;24.42;50,790
South Carolina;19-3099;Social Scientists and Related Workers, All Other;39.67;82,510
South Carolina;19-4012;Agricultural Technicians;21.27;44,240
South Carolina;19-4013;Food Science Technicians;20.33;42,280
South Carolina;19-4021;Biological Technicians;23.29;48,440
South Carolina;19-4031;Chemical Technicians;27.64;57,490
South Carolina;19-4042;Environmental Science and Protection Technicians, Including Health;21.16;44,020
South Carolina;19-4043;Geological Technicians, Except Hydrologic Technicians;23.83;49,560
South Carolina;19-4051;Nuclear Technicians;45.23;94,090
South Carolina;19-4061;Social Science Research Assistants;32.44;67,460
South Carolina;19-4071;Forest and Conservation Technicians;25.99;54,060
South Carolina;19-4092;Forensic Science Technicians;23.84;49,580
South Carolina;19-4099;Life, Physical, and Social Science Technicians, All Other;31.81;66,170
South Carolina;19-5011;Occupational Health and Safety Specialists;37.50;78,000
South Carolina;19-5012;Occupational Health and Safety Technicians;26.25;54,600
South Carolina;21-0000;Community and Social Service Occupations;24.14;50,220
South Carolina;21-1012;Educational, Guidance, and Career Counselors and Advisors;27.38;56,940
South Carolina;21-1013;Marriage and Family Therapists;19.99;41,570
South Carolina;21-1015;Rehabilitation Counselors;18.97;39,450
South Carolina;21-1018;Substance Abuse, Behavioral Disorder, and Mental Health Counselors;23.71;49,310
South Carolina;21-1019;Counselors, All Other;30.62;63,680
South Carolina;21-1021;Child, Family, and School Social Workers;21.62;44,960
South Carolina;21-1022;Healthcare Social Workers;29.40;61,150
South Carolina;21-1023;Mental Health and Substance Abuse Social Workers;22.53;46,860
South Carolina;21-1029;Social Workers, All Other;37.56;78,120
South Carolina;21-1091;Health Education Specialists;26.64;55,410
South Carolina;21-1092;Probation Officers and Correctional Treatment Specialists;25.77;53,610
South Carolina;21-1093;Social and Human Service Assistants;18.12;37,700
South Carolina;21-1094;Community Health Workers;22.23;46,230
South Carolina;21-1099;Community and Social Service Specialists, All Other;21.24;44,170
South Carolina;21-2011;Clergy;26.39;54,890
South Carolina;21-2021;Directors, Religious Activities and Education;26.54;55,200
South Carolina;23-0000;Legal Occupations;41.30;85,890
South Carolina;23-1011;Lawyers;57.32;119,230
South Carolina;23-1012;Judicial Law Clerks;24.30;50,540
South Carolina;23-1021;Administrative Law Judges, Adjudicators, and Hearing Officers;51.35;106,800
South Carolina;23-1022;Arbitrators, Mediators, and Conciliators;36.70;76,340
South Carolina;23-1023;Judges, Magistrate Judges, and Magistrates;46.74;97,210
South Carolina;23-2011;Paralegals and Legal Assistants;24.43;50,820
South Carolina;23-2093;Title Examiners, Abstractors, and Searchers;20.44;42,510
South Carolina;25-0000;Educational Instruction and Library Occupations;27.42;57,030
South Carolina;25-1011;Business Teachers, Postsecondary;*;111,170
South Carolina;25-1021;Computer Science Teachers, Postsecondary;*;91,630
South Carolina;25-1022;Mathematical Science Teachers, Postsecondary;*;83,880
South Carolina;25-1031;Architecture Teachers, Postsecondary;*;76,930
South Carolina;25-1032;Engineering Teachers, Postsecondary;*;105,260
South Carolina;25-1041;Agricultural Sciences Teachers, Postsecondary;*;90,860
South Carolina;25-1042;Biological Science Teachers, Postsecondary;*;88,410
South Carolina;25-1051;Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary;*;92,170
South Carolina;25-1052;Chemistry Teachers, Postsecondary;*;84,660
South Carolina;25-1053;Environmental Science Teachers, Postsecondary;*;87,290
South Carolina;25-1054;Physics Teachers, Postsecondary;*;96,980
South Carolina;25-1061;Anthropology and Archeology Teachers, Postsecondary;*;93,120
South Carolina;25-1062;Area, Ethnic, and Cultural Studies Teachers, Postsecondary;*;70,370
South Carolina;25-1063;Economics Teachers, Postsecondary;*;114,610
South Carolina;25-1064;Geography Teachers, Postsecondary;*;105,380
South Carolina;25-1065;Political Science Teachers, Postsecondary;*;89,120
South Carolina;25-1066;Psychology Teachers, Postsecondary;*;86,260
South Carolina;25-1067;Sociology Teachers, Postsecondary;*;77,960
South Carolina;25-1069;Social Sciences Teachers, Postsecondary, All Other;*;78,700
South Carolina;25-1071;Health Specialties Teachers, Postsecondary;*;97,470
South Carolina;25-1072;Nursing Instructors and Teachers, Postsecondary;*;81,230
South Carolina;25-1081;Education Teachers, Postsecondary;*;84,050
South Carolina;25-1082;Library Science Teachers, Postsecondary;*;80,310
South Carolina;25-1111;Criminal Justice and Law Enforcement Teachers, Postsecondary;*;69,790
South Carolina;25-1112;Law Teachers, Postsecondary;*;196,470
South Carolina;25-1113;Social Work Teachers, Postsecondary;*;84,440
South Carolina;25-1121;Art, Drama, and Music Teachers, Postsecondary;*;76,150
South Carolina;25-1122;Communications Teachers, Postsecondary;*;78,170
South Carolina;25-1123;English Language and Literature Teachers, Postsecondary;*;70,740
South Carolina;25-1124;Foreign Language and Literature Teachers, Postsecondary;*;74,620
South Carolina;25-1125;History Teachers, Postsecondary;*;80,020
South Carolina;25-1126;Philosophy and Religion Teachers, Postsecondary;*;84,310
South Carolina;25-1192;Family and Consumer Sciences Teachers, Postsecondary;*;67,780
South Carolina;25-1193;Recreation and Fitness Studies Teachers, Postsecondary;*;78,490
South Carolina;25-1194;Career/Technical Education Teachers, Postsecondary;31.46;65,430
South Carolina;25-1199;Postsecondary Teachers, All Other;*;61,570
South Carolina;25-2011;Preschool Teachers, Except Special Education;18.03;37,500
South Carolina;25-2012;Kindergarten Teachers, Except Special Education;*;60,470
South Carolina;25-2021;Elementary School Teachers, Except Special Education;*;57,450
South Carolina;25-2022;Middle School Teachers, Except Special and Career/Technical Education;*;61,040
South Carolina;25-2023;Career/Technical Education Teachers, Middle School;*;62,870
South Carolina;25-2031;Secondary School Teachers, Except Special and Career/Technical Education;*;59,750
South Carolina;25-2032;Career/Technical Education Teachers, Secondary School;*;62,970
South Carolina;25-2051;Special Education Teachers, Preschool;*;59,520
South Carolina;25-2052;Special Education Teachers, Kindergarten and Elementary School;*;59,590
South Carolina;25-2057;Special Education Teachers, Middle School;*;61,880
South Carolina;25-2058;Special Education Teachers, Secondary School;*;61,270
South Carolina;25-2059;Special Education Teachers, All Other;*;54,590
South Carolina;25-3011;Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors;29.28;60,910
South Carolina;25-3021;Self-Enrichment Teachers;21.55;44,830
South Carolina;25-3031;Substitute Teachers, Short-Term;20.23;42,090
South Carolina;25-3041;Tutors;19.48;40,520
South Carolina;25-3099;Teachers and Instructors, All Other;*;53,920
South Carolina;25-4011;Archivists;22.21;46,200
South Carolina;25-4012;Curators;26.35;54,800
South Carolina;25-4013;Museum Technicians and Conservators;18.49;38,450
South Carolina;25-4022;Librarians and Media Collections Specialists;29.66;61,690
South Carolina;25-4031;Library Technicians;16.74;34,810
South Carolina;25-9031;Instructional Coordinators;32.48;67,550
South Carolina;25-9044;Teaching Assistants, Postsecondary;*;49,140
South Carolina;25-9045;Teaching Assistants, Except Postsecondary;*;26,130
South Carolina;25-9099;Educational Instruction and Library Workers, All Other;27.47;57,140
South Carolina;27-0000;Arts, Design, Entertainment, Sports, and Media Occupations;25.92;53,910
South Carolina;27-1011;Art Directors;41.81;86,960
South Carolina;27-1012;Craft Artists;14.78;30,740
South Carolina;27-1013;Fine Artists, Including Painters, Sculptors, and Illustrators;28.10;58,440
South Carolina;27-1014;Special Effects Artists and Animators;27.42;57,040
South Carolina;27-1021;Commercial and Industrial Designers;42.04;87,430
South Carolina;27-1022;Fashion Designers;22.90;47,620
South Carolina;27-1023;Floral Designers;16.51;34,340
South Carolina;27-1024;Graphic Designers;25.28;52,580
South Carolina;27-1025;Interior Designers;24.68;51,330
South Carolina;27-1026;Merchandise Displayers and Window Trimmers;16.93;35,210
South Carolina;27-1029;Designers, All Other;35.32;73,460
South Carolina;27-2011;Actors;23.74;*
South Carolina;27-2012;Producers and Directors;34.53;71,810
South Carolina;27-2021;Athletes and Sports Competitors;*;67,130
South Carolina;27-2022;Coaches and Scouts;*;59,590
South Carolina;27-2031;Dancers;22.65;*
South Carolina;27-2032;Choreographers;25.92;53,910
South Carolina;27-2041;Music Directors and Composers;36.85;76,650
South Carolina;27-2042;Musicians and Singers;27.90;*
South Carolina;27-2091;Disc Jockeys, Except Radio;*;*
South Carolina;27-3011;Broadcast Announcers and Radio Disc Jockeys;22.53;46,870
South Carolina;27-3023;News Analysts, Reporters, and Journalists;22.40;46,580
South Carolina;27-3031;Public Relations Specialists;31.30;65,110
South Carolina;27-3041;Editors;31.48;65,470
South Carolina;27-3042;Technical Writers;38.01;79,060
South Carolina;27-3043;Writers and Authors;25.30;52,630
South Carolina;27-3091;Interpreters and Translators;21.24;44,180
South Carolina;27-3092;Court Reporters and Simultaneous Captioners;25.86;53,790
South Carolina;27-3099;Media and Communication Workers, All Other;19.77;41,120
South Carolina;27-4011;Audio and Video Technicians;27.69;57,600
South Carolina;27-4012;Broadcast Technicians;22.63;47,070
South Carolina;27-4014;Sound Engineering Technicians;23.02;47,890
South Carolina;27-4015;Lighting Technicians;29.63;61,640
South Carolina;27-4021;Photographers;16.83;35,010
South Carolina;27-4031;Camera Operators, Television, Video, and Film;21.24;44,180
South Carolina;27-4032;Film and Video Editors;27.38;56,960
South Carolina;27-4099;Media and Communication Equipment Workers, All Other;28.76;59,820
South Carolina;29-0000;Healthcare Practitioners and Technical Occupations;44.06;91,640
South Carolina;29-1011;Chiropractors;35.01;72,810
South Carolina;29-1021;Dentists, General;87.97;182,970
South Carolina;29-1023;Orthodontists;71.95;149,660
South Carolina;29-1029;Dentists, All Other Specialists;118.31;246,090
South Carolina;29-1031;Dietitians and Nutritionists;31.38;65,270
South Carolina;29-1041;Optometrists;55.02;114,430
South Carolina;29-1051;Pharmacists;64.89;134,960
South Carolina;29-1071;Physician Assistants;54.96;114,310
South Carolina;29-1081;Podiatrists;76.61;159,340
South Carolina;29-1122;Occupational Therapists;42.56;88,520
South Carolina;29-1123;Physical Therapists;45.33;94,280
South Carolina;29-1124;Radiation Therapists;45.64;94,940
South Carolina;29-1125;Recreational Therapists;23.03;47,900
South Carolina;29-1126;Respiratory Therapists;34.15;71,030
South Carolina;29-1127;Speech-Language Pathologists;41.19;85,670
South Carolina;29-1128;Exercise Physiologists;22.35;46,480
South Carolina;29-1129;Therapists, All Other;50.10;104,200
South Carolina;29-1131;Veterinarians;61.25;127,400
South Carolina;29-1141;Registered Nurses;39.13;81,390
South Carolina;29-1151;Nurse Anesthetists;112.46;233,920
South Carolina;29-1161;Nurse Midwives;46.12;95,940
South Carolina;29-1171;Nurse Practitioners;56.22;116,940
South Carolina;29-1181;Audiologists;39.72;82,610
South Carolina;29-1211;Anesthesiologists;107.10;222,760
South Carolina;29-1212;Cardiologists;138.16;287,360
South Carolina;29-1213;Dermatologists;114.83;238,840
South Carolina;29-1214;Emergency Medicine Physicians;148.89;309,700
South Carolina;29-1215;Family Medicine Physicians;136.20;283,300
South Carolina;29-1216;General Internal Medicine Physicians;111.72;232,380
South Carolina;29-1217;Neurologists;155.69;323,840
South Carolina;29-1218;Obstetricians and Gynecologists;140.79;292,850
South Carolina;29-1221;Pediatricians, General;117.68;244,780
South Carolina;29-1222;Physicians, Pathologists;124.11;258,150
South Carolina;29-1223;Psychiatrists;85.61;178,060
South Carolina;29-1229;Physicians, All Other;156.99;326,530
South Carolina;29-1241;Ophthalmologists, Except Pediatric;181.90;378,350
South Carolina;29-1242;Orthopedic Surgeons, Except Pediatric;191.51;398,350
South Carolina;29-1249;Surgeons, All Other;166.00;345,280
South Carolina;29-1291;Acupuncturists;34.81;72,400
South Carolina;29-1292;Dental Hygienists;37.00;76,950
South Carolina;29-1299;Healthcare Diagnosing or Treating Practitioners, All Other;40.46;84,160
South Carolina;29-2010;Clinical Laboratory Technologists and Technicians;26.14;54,370
South Carolina;29-2031;Cardiovascular Technologists and Technicians;29.61;61,590
South Carolina;29-2032;Diagnostic Medical Sonographers;37.34;77,660
South Carolina;29-2033;Nuclear Medicine Technologists;39.37;81,890
South Carolina;29-2034;Radiologic Technologists and Technicians;30.28;62,980
South Carolina;29-2035;Magnetic Resonance Imaging Technologists;38.45;79,980
South Carolina;29-2036;Medical Dosimetrists;67.36;140,120
South Carolina;29-2042;Emergency Medical Technicians;18.29;38,050
South Carolina;29-2043;Paramedics;24.46;50,870
South Carolina;29-2051;Dietetic Technicians;14.74;30,650
South Carolina;29-2052;Pharmacy Technicians;19.28;40,100
South Carolina;29-2053;Psychiatric Technicians;19.30;40,150
South Carolina;29-2055;Surgical Technologists;26.72;55,570
South Carolina;29-2056;Veterinary Technologists and Technicians;19.93;41,460
South Carolina;29-2057;Ophthalmic Medical Technicians;18.95;39,410
South Carolina;29-2061;Licensed Practical and Licensed Vocational Nurses;27.13;56,430
South Carolina;29-2072;Medical Records Specialists;25.63;53,300
South Carolina;29-2081;Opticians, Dispensing;23.27;48,390
South Carolina;29-2091;Orthotists and Prosthetists;46.81;97,370
South Carolina;29-2092;Hearing Aid Specialists;23.94;49,790
South Carolina;29-2099;Health Technologists and Technicians, All Other;19.90;41,390
South Carolina;29-9021;Health Information Technologists and Medical Registrars;24.52;51,010
South Carolina;29-9091;Athletic Trainers;*;56,850
South Carolina;29-9093;Surgical Assistants;39.06;81,250
South Carolina;29-9099;Healthcare Practitioners and Technical Workers, All Other;31.52;65,560
South Carolina;31-0000;Healthcare Support Occupations;16.89;35,120
South Carolina;31-1120;Home Health and Personal Care Aides;13.66;28,420
South Carolina;31-1131;Nursing Assistants;16.63;34,590
South Carolina;31-1132;Orderlies;17.60;36,620
South Carolina;31-1133;Psychiatric Aides;15.71;32,680
South Carolina;31-2011;Occupational Therapy Assistants;33.81;70,320
South Carolina;31-2012;Occupational Therapy Aides;16.72;34,780
South Carolina;31-2021;Physical Therapist Assistants;32.32;67,230
South Carolina;31-2022;Physical Therapist Aides;13.10;27,250
South Carolina;31-9011;Massage Therapists;23.10;48,040
South Carolina;31-9091;Dental Assistants;22.57;46,940
South Carolina;31-9092;Medical Assistants;18.52;38,520
South Carolina;31-9093;Medical Equipment Preparers;19.83;41,240
